Seconds: 0.23 | IMU1 : EMG = 355 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.11 | Tmp = 77.17 | GyX = 0.93 | GyY = 0.90 | GyZ = -1.56;
Seconds: 33.09 | IMU1 : EMG = 335 | AcX = -0.57 | AcY = -0.82 | AcZ = 0.11 | Tmp = 77.42 | GyX = -0.41 | GyY = 0.95 | GyZ = -2.18;
Seconds: 33.32 | IMU1 : EMG = 341 | AcX = -0.57 | AcY = -0.81 | AcZ = 0.11 | Tmp = 77.26 | GyX = 0.29 | GyY = 0.06 | GyZ = -1.15;
Seconds: 33.55 | IMU1 : EMG = 335 | AcX = -0.37 | AcY = -0.77 | AcZ = 0.27 | Tmp = 77.34 | GyX = 7.63 | GyY = -4.81 | GyZ = -0.95;
Seconds: 33.78 | IMU1 : EMG = 338 | AcX = -0.56 | AcY = -0.83 | AcZ = 0.11 | Tmp = 77.17 | GyX = -1.89 | GyY = 1.68 | GyZ = 0.27;
Seconds: 34.02 | IMU1 : EMG = 342 | AcX = -0.56 | AcY = -0.83 | AcZ = 0.10 | Tmp = 77.34 | GyX = 4.03 | GyY = -3.62 | GyZ = -4.03;
Seconds: 34.25 | IMU1 : EMG = 343 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.10 | Tmp = 77.26 | GyX = 0.76 | GyY = 1.48 | GyZ = -1.45;
Seconds: 34.48 | IMU1 : EMG = 337 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.09 | Tmp = 77.26 | GyX = -0.46 | GyY = 6.79 | GyZ = -0.40;
Seconds: 34.72 | IMU1 : EMG = 339 | AcX = -0.52 | AcY = -0.80 | AcZ = -0.05 | Tmp = 77.34 | GyX = 13.40 | GyY = -7.97 | GyZ = -1.34;
Seconds: 34.95 | IMU1 : EMG = 336 | AcX = -0.58 | AcY = -0.82 | AcZ = 0.22 | Tmp = 77.09 | GyX = 1.98 | GyY = 3.34 | GyZ = -6.24;
Seconds: 35.18 | IMU1 : EMG = 343 | AcX = -0.56 | AcY = -0.84 | AcZ = 0.09 | Tmp = 77.34 | GyX = 0.09 | GyY = 0.15 | GyZ = -0.67;
Seconds: 35.42 | IMU1 : EMG = 334 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.11 | Tmp = 77.17 | GyX = 1.02 | GyY = 0.66 | GyZ = -0.82;
Seconds: 35.65 | IMU1 : EMG = 340 | AcX = -0.57 | AcY = -0.85 | AcZ = 0.11 | Tmp = 77.17 | GyX = -25.56 | GyY = 25.60 | GyZ = -1.94;
Seconds: 35.88 | IMU1 : EMG = 334 | AcX = -0.53 | AcY = -0.83 | AcZ = -0.18 | Tmp = 77.26 | GyX = -143.02 | GyY = 84.96 | GyZ = -9.97;
Seconds: 36.12 | IMU1 : EMG = 340 | AcX = -0.32 | AcY = -0.49 | AcZ = -0.63 | Tmp = 77.26 | GyX = -102.84 | GyY = 58.14 | GyZ = -5.37;
Seconds: 36.35 | IMU1 : EMG = 341 | AcX = -0.40 | AcY = -0.59 | AcZ = -0.83 | Tmp = 77.26 | GyX = -52.82 | GyY = 62.66 | GyZ = 32.34;
Seconds: 36.58 | IMU1 : EMG = 338 | AcX = -0.21 | AcY = -0.29 | AcZ = -0.89 | Tmp = 77.17 | GyX = -17.31 | GyY = 12.85 | GyZ = -4.02;
Seconds: 36.81 | IMU1 : EMG = 341 | AcX = -0.16 | AcY = -0.24 | AcZ = -0.94 | Tmp = 77.17 | GyX = -2.60 | GyY = 4.47 | GyZ = -1.51;
Seconds: 37.05 | IMU1 : EMG = 341 | AcX = -0.17 | AcY = -0.21 | AcZ = -0.92 | Tmp = 77.34 | GyX = 2.98 | GyY = -1.07 | GyZ = -3.18;
Seconds: 37.28 | IMU1 : EMG = 338 | AcX = -0.15 | AcY = -0.22 | AcZ = -0.95 | Tmp = 77.26 | GyX = 4.21 | GyY = -1.22 | GyZ = -1.88;
Seconds: 37.51 | IMU1 : EMG = 287 | AcX = -0.14 | AcY = -0.22 | AcZ = -0.95 | Tmp = 77.26 | GyX = 0.78 | GyY = 1.66 | GyZ = -0.98;
Seconds: 37.75 | IMU1 : EMG = 333 | AcX = -0.15 | AcY = -0.23 | AcZ = -0.97 | Tmp = 77.34 | GyX = 3.39 | GyY = -0.60 | GyZ = -1.60;
Seconds: 37.98 | IMU1 : EMG = 338 | AcX = -0.15 | AcY = -0.24 | AcZ = -0.94 | Tmp = 77.17 | GyX = -0.73 | GyY = 2.26 | GyZ = -1.74;
Seconds: 38.21 | IMU1 : EMG = 340 | AcX = -0.16 | AcY = -0.22 | AcZ = -0.95 | Tmp = 77.34 | GyX = -1.45 | GyY = 2.52 | GyZ = -1.82;
Seconds: 38.45 | IMU1 : EMG = 343 | AcX = -0.15 | AcY = -0.22 | AcZ = -0.93 | Tmp = 77.26 | GyX = -3.02 | GyY = 3.24 | GyZ = -2.15;
Seconds: 38.68 | IMU1 : EMG = 337 | AcX = -0.14 | AcY = -0.22 | AcZ = -0.97 | Tmp = 77.26 | GyX = -1.10 | GyY = 2.69 | GyZ = -0.63;
Seconds: 38.91 | IMU1 : EMG = 335 | AcX = -0.13 | AcY = -0.20 | AcZ = -0.95 | Tmp = 77.09 | GyX = 0.27 | GyY = 1.42 | GyZ = -1.74;
Seconds: 39.14 | IMU1 : EMG = 337 | AcX = -0.14 | AcY = -0.21 | AcZ = -0.96 | Tmp = 77.34 | GyX = 3.50 | GyY = -0.93 | GyZ = -0.84;
Seconds: 39.38 | IMU1 : EMG = 337 | AcX = -0.12 | AcY = -0.19 | AcZ = -0.98 | Tmp = 77.34 | GyX = -1.71 | GyY = 2.34 | GyZ = -1.56;
Seconds: 39.61 | IMU1 : EMG = 338 | AcX = -0.09 | AcY = -0.12 | AcZ = -0.98 | Tmp = 77.17 | GyX = -17.68 | GyY = 12.38 | GyZ = 1.86;
Seconds: 39.84 | IMU1 : EMG = 343 | AcX = -0.07 | AcY = -0.09 | AcZ = -0.96 | Tmp = 77.42 | GyX = -5.59 | GyY = 5.25 | GyZ = -1.45;
Seconds: 40.08 | IMU1 : EMG = 337 | AcX = -0.06 | AcY = -0.08 | AcZ = -0.99 | Tmp = 77.26 | GyX = -3.92 | GyY = 3.98 | GyZ = -2.15;
Seconds: 40.31 | IMU1 : EMG = 336 | AcX = -0.06 | AcY = -0.09 | AcZ = -0.99 | Tmp = 77.00 | GyX = 0.76 | GyY = 1.18 | GyZ = -1.94;
Seconds: 40.54 | IMU1 : EMG = 344 | AcX = -0.07 | AcY = -0.09 | AcZ = -0.99 | Tmp = 77.17 | GyX = 0.31 | GyY = 1.71 | GyZ = -1.57;
Seconds: 40.78 | IMU1 : EMG = 343 | AcX = -0.08 | AcY = -0.11 | AcZ = -1.01 | Tmp = 77.26 | GyX = 28.52 | GyY = -15.74 | GyZ = 0.14;
Seconds: 41.01 | IMU1 : EMG = 337 | AcX = -0.10 | AcY = -0.18 | AcZ = -0.97 | Tmp = 77.17 | GyX = 4.27 | GyY = -0.73 | GyZ = -1.69;
Seconds: 41.24 | IMU1 : EMG = 334 | AcX = -0.13 | AcY = -0.20 | AcZ = -0.95 | Tmp = 77.09 | GyX = -9.42 | GyY = 7.83 | GyZ = -1.83;
Seconds: 41.47 | IMU1 : EMG = 286 | AcX = -0.11 | AcY = -0.18 | AcZ = -0.96 | Tmp = 77.26 | GyX = 2.20 | GyY = -0.43 | GyZ = -1.77;
Seconds: 41.71 | IMU1 : EMG = 342 | AcX = -0.12 | AcY = -0.18 | AcZ = -0.96 | Tmp = 77.42 | GyX = 0.53 | GyY = 1.37 | GyZ = -1.28;
Seconds: 41.94 | IMU1 : EMG = 332 | AcX = -0.12 | AcY = -0.18 | AcZ = -0.95 | Tmp = 77.26 | GyX = 1.91 | GyY = 0.32 | GyZ = -1.07;
Seconds: 42.17 | IMU1 : EMG = 342 | AcX = -0.12 | AcY = -0.17 | AcZ = -0.97 | Tmp = 77.17 | GyX = 2.00 | GyY = 0.26 | GyZ = -1.27;
Seconds: 42.41 | IMU1 : EMG = 341 | AcX = -0.12 | AcY = -0.19 | AcZ = -0.97 | Tmp = 77.17 | GyX = 21.22 | GyY = -11.50 | GyZ = -0.03;
Seconds: 42.64 | IMU1 : EMG = 338 | AcX = -0.31 | AcY = -0.48 | AcZ = -0.74 | Tmp = 77.17 | GyX = 105.05 | GyY = -63.28 | GyZ = 6.21;
Seconds: 42.87 | IMU1 : EMG = 334 | AcX = -0.50 | AcY = -0.67 | AcZ = -0.48 | Tmp = 77.00 | GyX = 90.66 | GyY = -55.27 | GyZ = 6.60;
Seconds: 43.11 | IMU1 : EMG = 341 | AcX = -0.53 | AcY = -0.82 | AcZ = -0.08 | Tmp = 77.00 | GyX = 67.25 | GyY = -30.15 | GyZ = 1.30;
Seconds: 43.34 | IMU1 : EMG = 340 | AcX = -0.54 | AcY = -0.87 | AcZ = 0.23 | Tmp = 77.17 | GyX = 0.66 | GyY = 3.30 | GyZ = 7.45;
Seconds: 43.57 | IMU1 : EMG = 340 | AcX = -0.55 | AcY = -0.81 | AcZ = 0.12 | Tmp = 77.00 | GyX = 3.18 | GyY = -0.60 | GyZ = -3.51;
Seconds: 43.8 | IMU1 : EMG = 343 | AcX = -0.54 | AcY = -0.83 | AcZ = 0.13 | Tmp = 77.17 | GyX = -3.85 | GyY = 4.41 | GyZ = 0.23;
Seconds: 44.04 | IMU1 : EMG = 335 | AcX = -0.57 | AcY = -0.82 | AcZ = 0.13 | Tmp = 76.92 | GyX = -0.87 | GyY = 1.44 | GyZ = -2.21;
Seconds: 44.27 | IMU1 : EMG = 334 | AcX = -0.58 | AcY = -0.86 | AcZ = 0.10 | Tmp = 77.09 | GyX = 8.43 | GyY = -8.31 | GyZ = -6.92;
Seconds: 44.5 | IMU1 : EMG = 344 | AcX = -0.55 | AcY = -0.84 | AcZ = 0.10 | Tmp = 77.17 | GyX = 0.72 | GyY = 1.22 | GyZ = -0.24;
Seconds: 44.74 | IMU1 : EMG = 345 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.92 | GyX = 0.73 | GyY = 1.51 | GyZ = -1.05;
Seconds: 44.97 | IMU1 : EMG = 336 | AcX = -0.55 | AcY = -0.84 | AcZ = 0.12 | Tmp = 76.92 | GyX = 0.56 | GyY = 1.54 | GyZ = -1.45;
Seconds: 45.2 | IMU1 : EMG = 341 | AcX = -0.54 | AcY = -0.78 | AcZ = 0.09 | Tmp = 77.09 | GyX = 23.56 | GyY = 29.59 | GyZ = -3.45;
Seconds: 45.44 | IMU1 : EMG = 335 | AcX = -0.46 | AcY = -0.78 | AcZ = 0.18 | Tmp = 76.92 | GyX = 31.21 | GyY = -23.37 | GyZ = 6.17;
Seconds: 45.67 | IMU1 : EMG = 334 | AcX = -0.85 | AcY = -1.12 | AcZ = -0.02 | Tmp = 76.92 | GyX = 57.22 | GyY = -48.32 | GyZ = -1.07;
Seconds: 45.9 | IMU1 : EMG = 345 | AcX = -0.49 | AcY = -0.94 | AcZ = 0.57 | Tmp = 76.92 | GyX = 38.05 | GyY = -18.44 | GyZ = 24.41;
Seconds: 46.13 | IMU1 : EMG = 339 | AcX = -0.35 | AcY = -0.30 | AcZ = 0.90 | Tmp = 76.92 | GyX = 58.17 | GyY = -33.68 | GyZ = 0.43;
Seconds: 46.37 | IMU1 : EMG = 336 | AcX = -0.37 | AcY = -0.27 | AcZ = 0.99 | Tmp = 77.09 | GyX = 27.66 | GyY = -17.59 | GyZ = 0.90;
Seconds: 46.6 | IMU1 : EMG = 333 | AcX = -0.01 | AcY = 0.06 | AcZ = 1.14 | Tmp = 76.83 | GyX = 121.53 | GyY = -71.31 | GyZ = -2.95;
Seconds: 46.83 | IMU1 : EMG = 335 | AcX = -0.08 | AcY = -0.00 | AcZ = 0.96 | Tmp = 76.92 | GyX = 22.29 | GyY = -11.08 | GyZ = 0.75;
Seconds: 47.07 | IMU1 : EMG = 335 | AcX = -0.08 | AcY = 0.06 | AcZ = 0.98 | Tmp = 77.00 | GyX = 4.79 | GyY = -1.28 | GyZ = -1.76;
Seconds: 47.3 | IMU1 : EMG = 335 | AcX = -0.07 | AcY = 0.05 | AcZ = 0.99 | Tmp = 77.00 | GyX = 8.58 | GyY = -2.99 | GyZ = -2.76;
Seconds: 47.53 | IMU1 : EMG = 333 | AcX = -0.05 | AcY = 0.11 | AcZ = 1.02 | Tmp = 77.00 | GyX = 1.66 | GyY = 0.92 | GyZ = -3.59;
Seconds: 47.77 | IMU1 : EMG = 340 | AcX = -0.03 | AcY = 0.12 | AcZ = 0.98 | Tmp = 76.92 | GyX = -3.08 | GyY = 3.11 | GyZ = -0.31;
Seconds: 48.0 | IMU1 : EMG = 341 | AcX = -0.04 | AcY = 0.13 | AcZ = 1.01 | Tmp = 76.75 | GyX = -3.95 | GyY = 3.74 | GyZ = -3.11;
Seconds: 48.23 | IMU1 : EMG = 335 | AcX = -0.05 | AcY = 0.10 | AcZ = 1.01 | Tmp = 76.83 | GyX = 2.34 | GyY = -0.49 | GyZ = -0.44;
Seconds: 48.46 | IMU1 : EMG = 338 | AcX = -0.02 | AcY = 0.08 | AcZ = 0.98 | Tmp = 77.00 | GyX = -9.42 | GyY = 6.44 | GyZ = 2.95;
Seconds: 48.7 | IMU1 : EMG = 341 | AcX = -0.05 | AcY = 0.07 | AcZ = 1.01 | Tmp = 76.83 | GyX = -13.37 | GyY = 9.62 | GyZ = -0.89;
Seconds: 48.93 | IMU1 : EMG = 339 | AcX = -0.16 | AcY = -0.11 | AcZ = 1.01 | Tmp = 76.83 | GyX = -41.44 | GyY = 24.64 | GyZ = -3.01;
Seconds: 49.16 | IMU1 : EMG = 338 | AcX = -0.25 | AcY = -0.30 | AcZ = 0.86 | Tmp = 77.00 | GyX = -33.28 | GyY = 23.86 | GyZ = -5.01;
Seconds: 49.4 | IMU1 : EMG = 342 | AcX = -0.39 | AcY = -0.50 | AcZ = 0.76 | Tmp = 77.00 | GyX = -94.09 | GyY = 67.45 | GyZ = -8.14;
Seconds: 49.63 | IMU1 : EMG = 342 | AcX = -0.54 | AcY = -0.80 | AcZ = 0.26 | Tmp = 77.00 | GyX = -136.11 | GyY = 92.46 | GyZ = -8.81;
Seconds: 49.86 | IMU1 : EMG = 341 | AcX = -0.54 | AcY = -0.49 | AcZ = 0.32 | Tmp = 76.92 | GyX = -144.11 | GyY = 110.63 | GyZ = -24.58;
Seconds: 50.1 | IMU1 : EMG = 335 | AcX = -0.54 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.75 | GyX = 1.85 | GyY = -0.06 | GyZ = -0.90;
Seconds: 50.33 | IMU1 : EMG = 334 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.11 | Tmp = 76.92 | GyX = 0.89 | GyY = 0.92 | GyZ = -1.18;
Seconds: 50.56 | IMU1 : EMG = 288 | AcX = -0.54 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.92 | GyX = 1.02 | GyY = 0.92 | GyZ = -1.22;
Seconds: 50.79 | IMU1 : EMG = 342 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.83 | GyX = 1.01 | GyY = 1.07 | GyZ = -1.33;
Seconds: 51.03 | IMU1 : EMG = 334 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.10 | Tmp = 76.83 | GyX = 0.92 | GyY = 0.95 | GyZ = -1.95;
Seconds: 51.26 | IMU1 : EMG = 341 | AcX = -0.55 | AcY = -0.81 | AcZ = 0.11 | Tmp = 77.00 | GyX = 0.89 | GyY = 1.16 | GyZ = -1.53;
Seconds: 51.49 | IMU1 : EMG = 339 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.10 | Tmp = 76.83 | GyX = 0.79 | GyY = 1.02 | GyZ = -1.44;
Seconds: 51.73 | IMU1 : EMG = 336 | AcX = -0.55 | AcY = -0.81 | AcZ = 0.09 | Tmp = 76.83 | GyX = 1.50 | GyY = -0.52 | GyZ = -1.57;
Seconds: 51.96 | IMU1 : EMG = 341 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.11 | Tmp = 76.83 | GyX = 0.87 | GyY = 0.92 | GyZ = -0.90;
Seconds: 52.19 | IMU1 : EMG = 338 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.66 | GyX = 0.81 | GyY = 0.79 | GyZ = -1.34;
Seconds: 52.43 | IMU1 : EMG = 343 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.10 | Tmp = 76.92 | GyX = 0.84 | GyY = 1.04 | GyZ = -1.21;
Seconds: 52.66 | IMU1 : EMG = 336 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.11 | Tmp = 76.66 | GyX = 0.90 | GyY = 0.72 | GyZ = -0.89;
Seconds: 52.89 | IMU1 : EMG = 342 | AcX = -0.56 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.83 | GyX = 0.81 | GyY = 0.90 | GyZ = -1.01;
Seconds: 53.12 | IMU1 : EMG = 343 | AcX = -0.54 | AcY = -0.83 | AcZ = 0.04 | Tmp = 77.00 | GyX = -0.78 | GyY = 1.37 | GyZ = 2.31;
Seconds: 53.36 | IMU1 : EMG = 337 | AcX = -0.54 | AcY = -0.84 | AcZ = 0.11 | Tmp = 76.83 | GyX = 1.27 | GyY = 0.47 | GyZ = -0.61;
Seconds: 53.59 | IMU1 : EMG = 336 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.83 | GyX = 0.66 | GyY = 0.95 | GyZ = -1.18;
Seconds: 53.82 | IMU1 : EMG = 343 | AcX = -0.53 | AcY = -0.84 | AcZ = 0.10 | Tmp = 76.83 | GyX = 1.91 | GyY = 0.47 | GyZ = -1.54;
Seconds: 54.06 | IMU1 : EMG = 334 | AcX = -0.58 | AcY = -0.81 | AcZ = 0.01 | Tmp = 76.83 | GyX = -99.15 | GyY = 75.31 | GyZ = -13.80;
Seconds: 54.29 | IMU1 : EMG = 334 | AcX = -0.48 | AcY = -0.74 | AcZ = -0.36 | Tmp = 76.92 | GyX = -54.09 | GyY = 37.22 | GyZ = -3.13;
Seconds: 54.52 | IMU1 : EMG = 344 | AcX = -0.36 | AcY = -0.46 | AcZ = -0.70 | Tmp = 77.00 | GyX = -75.86 | GyY = 28.52 | GyZ = 6.55;
Seconds: 54.76 | IMU1 : EMG = 343 | AcX = -0.17 | AcY = -0.17 | AcZ = -0.87 | Tmp = 76.75 | GyX = -40.92 | GyY = 24.81 | GyZ = -3.59;
Seconds: 54.99 | IMU1 : EMG = 335 | AcX = -0.15 | AcY = -0.18 | AcZ = -0.90 | Tmp = 76.75 | GyX = 0.35 | GyY = 6.85 | GyZ = -7.88;
Seconds: 55.22 | IMU1 : EMG = 340 | AcX = -0.19 | AcY = -0.24 | AcZ = -0.97 | Tmp = 76.83 | GyX = -4.21 | GyY = 4.90 | GyZ = -1.65;
Seconds: 55.45 | IMU1 : EMG = 334 | AcX = -0.19 | AcY = -0.24 | AcZ = -0.96 | Tmp = 77.09 | GyX = 1.04 | GyY = 1.66 | GyZ = -2.73;
Seconds: 55.69 | IMU1 : EMG = 342 | AcX = -0.17 | AcY = -0.22 | AcZ = -0.95 | Tmp = 76.92 | GyX = 0.31 | GyY = 2.79 | GyZ = -2.08;
Seconds: 55.92 | IMU1 : EMG = 343 | AcX = -0.17 | AcY = -0.22 | AcZ = -0.95 | Tmp = 76.92 | GyX = 2.24 | GyY = 1.47 | GyZ = -2.90;
Seconds: 56.15 | IMU1 : EMG = 336 | AcX = -0.18 | AcY = -0.25 | AcZ = -0.94 | Tmp = 77.00 | GyX = 1.51 | GyY = -0.40 | GyZ = -2.60;
Seconds: 56.39 | IMU1 : EMG = 332 | AcX = -0.17 | AcY = -0.22 | AcZ = -0.94 | Tmp = 76.83 | GyX = 0.18 | GyY = 1.66 | GyZ = -2.02;
Seconds: 56.62 | IMU1 : EMG = 287 | AcX = -0.17 | AcY = -0.22 | AcZ = -0.95 | Tmp = 76.83 | GyX = -1.10 | GyY = 2.63 | GyZ = -1.24;
Seconds: 56.85 | IMU1 : EMG = 339 | AcX = -0.16 | AcY = -0.22 | AcZ = -0.95 | Tmp = 76.92 | GyX = -0.67 | GyY = 1.85 | GyZ = -0.92;
Seconds: 57.09 | IMU1 : EMG = 335 | AcX = -0.15 | AcY = -0.22 | AcZ = -0.96 | Tmp = 76.92 | GyX = -0.27 | GyY = 1.62 | GyZ = -0.56;
Seconds: 57.32 | IMU1 : EMG = 336 | AcX = -0.16 | AcY = -0.20 | AcZ = -0.96 | Tmp = 76.83 | GyX = -1.44 | GyY = 2.90 | GyZ = -1.37;
Seconds: 57.55 | IMU1 : EMG = 341 | AcX = -0.15 | AcY = -0.19 | AcZ = -0.94 | Tmp = 76.83 | GyX = 0.23 | GyY = 1.47 | GyZ = -1.69;
Seconds: 57.78 | IMU1 : EMG = 339 | AcX = -0.15 | AcY = -0.18 | AcZ = -0.96 | Tmp = 76.83 | GyX = -2.70 | GyY = 3.40 | GyZ = -1.40;
Seconds: 58.02 | IMU1 : EMG = 337 | AcX = -0.14 | AcY = -0.19 | AcZ = -0.95 | Tmp = 76.75 | GyX = -3.65 | GyY = 4.12 | GyZ = -1.68;
Seconds: 58.25 | IMU1 : EMG = 339 | AcX = -0.14 | AcY = -0.18 | AcZ = -0.97 | Tmp = 76.75 | GyX = 2.67 | GyY = -0.09 | GyZ = -1.13;
Seconds: 58.48 | IMU1 : EMG = 335 | AcX = -0.13 | AcY = -0.17 | AcZ = -0.98 | Tmp = 77.00 | GyX = -10.64 | GyY = 7.89 | GyZ = -2.31;
Seconds: 58.72 | IMU1 : EMG = 336 | AcX = -0.11 | AcY = -0.15 | AcZ = -0.97 | Tmp = 76.66 | GyX = -39.63 | GyY = 25.57 | GyZ = -3.56;
Seconds: 58.95 | IMU1 : EMG = 332 | AcX = -0.09 | AcY = -0.09 | AcZ = -0.95 | Tmp = 76.92 | GyX = -7.91 | GyY = 7.57 | GyZ = -1.73;
Seconds: 59.18 | IMU1 : EMG = 332 | AcX = -0.08 | AcY = -0.03 | AcZ = -1.01 | Tmp = 76.92 | GyX = -5.98 | GyY = 6.05 | GyZ = -2.47;
Seconds: 59.42 | IMU1 : EMG = 332 | AcX = -0.07 | AcY = -0.05 | AcZ = -0.99 | Tmp = 76.92 | GyX = 10.70 | GyY = -4.44 | GyZ = -1.95;
Seconds: 59.65 | IMU1 : EMG = 333 | AcX = -0.08 | AcY = -0.10 | AcZ = -0.97 | Tmp = 76.83 | GyX = 10.63 | GyY = -4.09 | GyZ = -1.05;
Seconds: 59.88 | IMU1 : EMG = 337 | AcX = -0.11 | AcY = -0.12 | AcZ = -0.97 | Tmp = 76.83 | GyX = 0.96 | GyY = 0.89 | GyZ = -1.92;
Seconds: 60.11 | IMU1 : EMG = 336 | AcX = -0.11 | AcY = -0.13 | AcZ = -0.95 | Tmp = 76.66 | GyX = 2.64 | GyY = 0.23 | GyZ = -0.56;
Seconds: 60.35 | IMU1 : EMG = 342 | AcX = -0.08 | AcY = -0.09 | AcZ = -1.00 | Tmp = 76.83 | GyX = 2.82 | GyY = 0.26 | GyZ = -1.15;
Seconds: 60.58 | IMU1 : EMG = 343 | AcX = -0.08 | AcY = -0.12 | AcZ = -0.95 | Tmp = 77.00 | GyX = -0.18 | GyY = 1.86 | GyZ = -0.96;
Seconds: 60.81 | IMU1 : EMG = 336 | AcX = -0.12 | AcY = -0.12 | AcZ = -1.00 | Tmp = 76.83 | GyX = 18.41 | GyY = -8.55 | GyZ = 1.11;
Seconds: 61.05 | IMU1 : EMG = 342 | AcX = -0.06 | AcY = -0.12 | AcZ = -0.95 | Tmp = 77.00 | GyX = 17.22 | GyY = -8.60 | GyZ = 0.47;
Seconds: 61.28 | IMU1 : EMG = 342 | AcX = -0.14 | AcY = -0.18 | AcZ = -1.01 | Tmp = 76.92 | GyX = -3.40 | GyY = 5.39 | GyZ = -1.02;
Seconds: 61.51 | IMU1 : EMG = 343 | AcX = -0.12 | AcY = -0.15 | AcZ = -0.97 | Tmp = 76.75 | GyX = -1.44 | GyY = 2.87 | GyZ = -2.26;
Seconds: 61.75 | IMU1 : EMG = 335 | AcX = -0.11 | AcY = -0.13 | AcZ = -0.97 | Tmp = 76.92 | GyX = 0.05 | GyY = 1.89 | GyZ = -2.14;
Seconds: 61.98 | IMU1 : EMG = 341 | AcX = -0.11 | AcY = -0.13 | AcZ = -0.98 | Tmp = 76.83 | GyX = 2.34 | GyY = 0.14 | GyZ = -1.97;
Seconds: 62.21 | IMU1 : EMG = 337 | AcX = -0.11 | AcY = -0.14 | AcZ = -0.97 | Tmp = 76.83 | GyX = 0.73 | GyY = 0.89 | GyZ = -0.34;
Seconds: 62.44 | IMU1 : EMG = 335 | AcX = -0.11 | AcY = -0.15 | AcZ = -0.97 | Tmp = 76.83 | GyX = 0.60 | GyY = 1.05 | GyZ = -0.50;
Seconds: 62.68 | IMU1 : EMG = 339 | AcX = -0.12 | AcY = -0.18 | AcZ = -0.97 | Tmp = 76.92 | GyX = 11.53 | GyY = -6.08 | GyZ = -0.49;
Seconds: 62.91 | IMU1 : EMG = 336 | AcX = -0.22 | AcY = -0.47 | AcZ = -0.72 | Tmp = 76.75 | GyX = 170.24 | GyY = -77.66 | GyZ = 55.94;
Seconds: 63.14 | IMU1 : EMG = 342 | AcX = -0.50 | AcY = -0.75 | AcZ = -0.33 | Tmp = 76.92 | GyX = 103.31 | GyY = -46.64 | GyZ = 10.09;
Seconds: 63.38 | IMU1 : EMG = 342 | AcX = -0.54 | AcY = -0.82 | AcZ = -0.04 | Tmp = 77.00 | GyX = 42.92 | GyY = -22.60 | GyZ = 2.46;
Seconds: 63.61 | IMU1 : EMG = 343 | AcX = -0.56 | AcY = -0.82 | AcZ = 0.09 | Tmp = 76.83 | GyX = 3.56 | GyY = -0.82 | GyZ = -1.73;
Seconds: 63.84 | IMU1 : EMG = 336 | AcX = -0.56 | AcY = -0.82 | AcZ = 0.10 | Tmp = 76.83 | GyX = 1.48 | GyY = 0.47 | GyZ = -1.10;
Seconds: 64.08 | IMU1 : EMG = 344 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.11 | Tmp = 76.83 | GyX = 0.15 | GyY = 0.32 | GyZ = -1.95;
Seconds: 64.31 | IMU1 : EMG = 342 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.66 | GyX = 1.34 | GyY = 0.93 | GyZ = -0.76;
Seconds: 64.54 | IMU1 : EMG = 343 | AcX = -0.55 | AcY = -0.83 | AcZ = 0.10 | Tmp = 76.58 | GyX = 0.66 | GyY = 0.55 | GyZ = -0.89;
Seconds: 64.77 | IMU1 : EMG = 336 | AcX = -0.56 | AcY = -0.83 | AcZ = 0.11 | Tmp = 76.75 | GyX = 0.15 | GyY = 1.01 | GyZ = -1.71;
Seconds: 65.01 | IMU1 : EMG = 333 | AcX = -0.56 | AcY = -0.83 | AcZ = 0.09 | Tmp = 76.83 | GyX = 4.18 | GyY = -2.09 | GyZ = -1.18;
Seconds: 65.24 | IMU1 : EMG = 335 | AcX = -0.56 | AcY = -0.82 | AcZ = 0.11 | Tmp = 76.66 | GyX = -0.56 | GyY = 1.56 | GyZ = -1.80;
Seconds: 65.47 | IMU1 : EMG = 338 | AcX = -0.56 | AcY = -0.83 | AcZ = 0.09 | Tmp = 76.83 | GyX = -8.84 | GyY = 7.39 | GyZ = -1.30;
Seconds: 65.71 | IMU1 : EMG = 343 | AcX = -0.56 | AcY = -0.85 | AcZ = -0.09 | Tmp = 76.66 | GyX = -87.18 | GyY = 48.89 | GyZ = -4.35;
